listing_id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,comments
6104060,Family friendly house with roofterrace (6p),Katendrecht,51.89921,4.48108,Entire rental unit,Entire home/apt,"We stayed at Marlots house for 4 nights and had a great time there. Since Marlot was on holiday, her neighbour welcomed us, showed us around and offered to call her if we had any problems. The house has three floors, is lovely furnished and absolutely beautiful. We were really surprised about the possibility to access the roof - the view from there is stunning! The little spot up there that belongs to Marlots house was even furnished with some comfortable lounge chairs.<br/>From the house the city center is easy to reach - you can either walk (about 30 Minutes, passing the Cruiseship-Terminal and the famous Erasmus-bridge;  walking from the house into the center already feels like a little sightseeing-tour) or take the public transport -a bus leaves right in front of the house. (We also discovered that Uber is a cheap and easy way to reach the city center). If you don't feel like going into the center the quater of Katendrecht, where Marlots home is located, offers a lot of beautiful restaurants, bars and cafés right around the corner (about 5 minutes walk).<br/>Thanks a lot for offering this place on Airbnb, we would definitly rent your house again."
6104060,Family friendly house with roofterrace (6p),Katendrecht,51.89921,4.48108,Entire rental unit,Entire home/apt,"Amazing apartment with roof top terrace, which impressed is the most. Lovely location with quiet streets and park but very close to a very nice place with restaurants and bars. Was perfect for family stay"
6104060,Family friendly house with roofterrace (6p),Katendrecht,51.89921,4.48108,Entire rental unit,Entire home/apt,"Perfect location with excellent transport links, whether by bus, metro, bicycle or boat! Variety of amenities with attractive cafe's, bars and restaurants within easy walking distance, and the chance to swim in the nearby docks. The accommodation was wonderful with everything we needed, topped with fantastic views of city from the roof terrace and Marlot was a perfect host. Highly recommend!"
6311595,Bright open 2 story top appartment,Delfshaven,51.90719,4.45908,Entire rental unit,Entire home/apt,We enjoyed our stay at Paul appartment very much. It is very bright and stylish. And Paul is a very nice and helpful person.
6430971,Spacious 3-room apartment in a relaxed area,Kralingen West,51.9264,4.50858,Entire condo,Entire home/apt,What a beautiful place. Spacious with excellent light and very near the park. Very nice experience.
6430971,Spacious 3-room apartment in a relaxed area,Kralingen West,51.9264,4.50858,Entire condo,Entire home/apt,The apartment was great - loved the balcony! Highly recommended in case your are visiting Rotterdam.
6430971,Spacious 3-room apartment in a relaxed area,Kralingen West,51.9264,4.50858,Entire condo,Entire home/apt,"The flat is exactly as described and in the photos. The living room and dining space is even lovelier when you are there and we felt right at home. It has all the amenities you need, there was food in fridge, and the balcony is a great bonus.<br/>Location is perfect - close enough to the center but away from the crowds. There is a tram stop, a grocery, and restaurants right around the corner. It is a student area and there were a few house parties but they all ended by 11pm so were able to sleep well all nights.<br/>Wouter is a great host and very responsive. The only thing to note is the very narrow stairs, they are not for the faint of heart or large luggage. Aside from the ones pictured there are 2 flights just to get to the flat on the 3rd floor. It is hard to imagine how narrow they are until you see them but they are easy to get used to. Pack smartly or in cubes that you can easily carry up and leave the luggage down.<br/>We had a great stay and would definitely stay again."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Good location with a good view.  Roomy apartment.  Near lots of good things.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"It was a very pleasant stay and we had a wonderful time in Rotterdam. <br/>When we arrived we were received by one of Esther's friends, she gave us refreshments and some information about the apartment and the public transport to North Sea jazz festival as that was the purpose of our stay. <br/>The apartment had a really nice view, and everything was clean and tidy. Very comfy beds and great kitchen facilities. <br/>We would differently come here again and recommend it to everyone who's planning on going to Rotterdam. "
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Me and my friend stayed at Esthers place for 12 days during the group stage in Womens Euro cup, and it was the perfect choice as we had to travel to two cities and Rotterdam centraal station is just 7 minutes away. On top of that the appartment is on the 12th floor so you have a great view over the city and a cozy balcony. It also has very big windows so you can light up the living room with sunlight. The apparment is also close to shopping streets, supermarkets, bars and restaurants and we highly recommend the pancake boat or pannenkoekenboot. One thing is for sure, the next time i visit Rotterdam i will start checking Esthers place first.<br/>Thank you again Esther for your hospitality and your beautiful appartment.<br/>Árni Garðar"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Confortable, well located, restaurant bar shops are close to the apartment. Central Station too! Nice view. "
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Awesome Place very central in Rotterdam. Great view from the balcony. Worth a Trip!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Very nice apartement in the mittle of Rotterdam.<br/>Had a great time with a very special view on top of the city.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Amazing view of the city ; pictures don't do it justice . well located for the Rotterdam spots ; clean flat and friendly hosts
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great apartment with a lovely view over the city of Rotterdam. The reason of our stay was just across the street so that was perfect :). The apartment was very clean, the beds were comfortable and the lady who was there at arrival was very nice. Will definitely book again."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Esther’s place is incredible, with unmatched views of the city. Thanks for hosting us!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,This penthouse is where you want to go for your stay in Rotterdam. Super nice location and even better hosts. The view is as well breathtaking. <br/>10/10 would recommend :)
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Beautiful Penthouse in perfect location close to Rotterdam Centraal Station. Great view, perfect terace, tasteful furnishing. Very fast, helpful and friendly communication and check-in including some Rotterdam insights and tips. Thanks again, hope to come back very soon."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Fantastic apartment, location is right in the city centre. The photos don’t do the place justice, very spacious and great views of the city. Welcoming gift of a bottle of Sauvignon Blanc was a nice touch too! 10/10"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,The house was very clean when we arrived. The appartment is very beautiful and the view is just incredible. Very good!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,This place has a great view and is next to public transport and a short walk from central station. Also there is a grocery store across the street also. Would stay here again.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"I can only recommend this place!<br/>We’ve spent a couple of days in Rotterdam and this apartment is pretty much the best thing if you want to live very central, you enjoy a great view over the city or if you simply want to relax. <br/>Everything you need is within like 5 minutes of walking<br/>A big thank you to our host Bella for the warm welcome as well!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Had a nice stay at the apartment: fairly spacious, nice view, good price, nice host. A few things are good to know: You can clearly hear every tram turning on the roundabout, and every freight train that passes. Also, I had the impression the apartment is rented out for most of the time. Lot's of little things that are not really a problem but it sums up: broken light, loose tap, broken heater knob, loose toilet seating, missing garbage bin lid, etc."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Beautiful Appartement with a beautiful view ! Don’t miss out
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Fantastic apartment in a great location, just 5 minutes walk from Central Station. The beds were really comfortable and the place was spotless. The views from the balcony are stunning, it would be a great space to sit and enjoy in the summer. Bella was a great host, really friendly and helpful. We would definitely stay again!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Esther’s place is fantastic! Just a five minute walk from Rotterdam Centraal Station, it’s in the middle of everything, with beautiful views of the city from the living room and bedrooms. The apartment is fully equipped, including comfortable beds, clean towels, a washer/dryer in the bathroom, and fast, reliable wi-fi. Esther’s co-host Bella had lots of useful information about the apartment and neighborhood at check-in, and was quick to reply to communication."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great place to feel in the heart of Rotterdam , Bella makes you feel at home and the place is light and comfortable"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"A really lovely flat. Perfectly situated in the centre of the city, which was ideal for us as we were here for work, but within walking distance of all kinds of interesting places to eat and drink - Bella gave us some tips which were very helpful! Bright and spacious flat, with a comfortable living room  and excellent beds. If you're a light sleeper, you may want to consider bringing ear plugs to block out the city noise at night, which is the trade off for being so central."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Central location, easy to walk to main tourist attractions, restaurant and trams.<br/>Bella was great and communicated well.<br/>The apartment lack ""attention to detail"" as mentioned in previous reviews, the lights have not been repaired and the toilet seat is still broken."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"A Vintage decorated house. The host is really detail minded that provided many things for us to use. Bella gives us really warm welcome us during our arrival. However, the house is under some renovation, so some of the lights are missing in the house. I think it will be better after the renovation.<br/>A club is right at the ground level of the house which is really very convenience for those who wish to go to the club at night. Supermarket just around 5 mins walking distance."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"The place was great for the four of us. The location was great, and the views from the balcony were amazing. Had a little miscommunication with checking in, but my phone stopped working and there was a delay in messaging. Would recommend staying here."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Location is very good for those who like shopping, nightlife, shifting on public transport etc. <br/>The view from terrace is amazing. <br/>We traveled with two toddlers, and apartment was quite safe for kids. <br/>The only thing that makes us upset is just before we checked-in the washing machine broke down, and there was no chance to wash our clothes. <br/>Owners are very nice and open."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Between the location and the city views out both sides of the apartment, we could not have asked for a better place to stay!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Tolle Wohnung in toller Lage! Der Preis für die Lage ist nächtlicher Lärm, wer das nicht gewohnt ist... Tolle Tips der Gastgeberin (Parken!) Am späten Sommerabend die beleuchtete Skyline von der Terrasse ist ein Highlight!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Esther and Bella's location was perfect. Very central. Super communication, super apartment, great views and great value.  I highly recommend a stay there."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"lovely house. it has awsome view, elevator and good location. Also Esther is so kind and pleasant. I recommand this house!! and if you are going to stay here, you must visit 'op het dak' which is rooftop restaurant with small garden. it is very near from this house."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Really nice place, great views and easy communication with host. "
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great location! Beautiful penthouse with a view. Kitchen and living room are great spaces. Bella was very nice and helpful and gave great advice about the city. The place could use some home improvement, but we enjoyed our stay nonetheless! "
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Had on,y 2 nights, 1 and a half days in Rotterdam, so the location near the train station allowed me to get a feeling of Rotterdam.   Walked around the incredible pedestrian friendly city, seeing some of the highlights.  The apartment was bright and clean.  Being on the 12th floor gave a great view.  Even watched a lightning storm over the city at night.   Bella told me about a couple of local places to visit that were not in the guide books that were amazing. Communication was easy and check in and out a breeze.  Would stay again."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Very caring and hospitable landlord, excellent location, we don't need any transportation in Rotterdam for three days, because all places can go quickly. Bright living room, comfortable bed, great outdoor view."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great location, spacious apartment. Can be some noise at night."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"The apartment is clean, but there are a few broken things and it is missing lights and a smoke detector in the bedroom."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,AMAZING Location and view. Very easy from the train station and super quick to all the spots you would want to go.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"If only there were 10 stars to give, I'd give them!  What a beautiful apartment - perfectly located, with a gorgeous view, ready to live in.  The host welcomed us with flowers and a bowl of fruit, and she even had thoughtful amenities for our young toddlers - a crib and a high chair.  She even helped us find a babysitter!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"We had a nice stay at Esthers Apartment, which is located very centrally , has good space, great views and light. It is Not the quitest due to the traffic around it but it didnt bother us since that noise is quite constant. The Apartment has a great cut and we would definitively go there again!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Amazing place in the city center. The view is incredible and the flat really cosy. My friends and I would recommend it 1000 times ! She even left some products in the bathroom, so helpful. Will definitely come back."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Great place in the heart of rotterdam - with a nice view. Would recommend 10/10 ;)
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"When you want to explore Rotterdam from a really central apartment, this is the place to be. It has everything, is spotlessly clean and has the best view. My family and me had a great stay! Thank you for everything 😊"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Well-equipped and spacious apartment at a perfect location. Fast and efficient communication with Esther and Bella. The balcony was great to relax in the spring sun. Would definitely stay again!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Great place with excellent views. You can see most of Rotterdam with everywhere within walking distance. Would recommend to anyone and would stay there again. Thankyou!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Very lovely apartment on an excellent location. Nice view on the skyline! Everything in walkind distance / tram statiok in front of the door.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"A great location and value for money for a very spacious and comfortable apartment offering all necessary amenities for an enjoyable stay plus stunning views. Short walk  to Rotterdam Centraal, secure location, a very useful printed guide for guests and a wonderful balcony that offers also the option to bbq. I would upgrade certain elements of the apartment and I would definetely stay again."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great location, very central to many attractions. Apartment very spacious, well equipped and a lovely view."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Super nice appartment, great location, fantastic view. nice beds and matrasses."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Great location for everything. Very close to Markthal, train and parking (less than 2 blocks). Tip on that - pay using the inside kiosk - payment center outside the parking structure is broken. <br/>Great breeze on top floor - makes for great sleep - might want ear plugs if street/train bothers you. We found it helpful white noise but to others it may seem too city."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,An overall good experience! Great hospitality and a clean apartement with an stunning view.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Great apartement with a great view over Rotterdam and very kind hosts.
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Great place right in the heart of Rotterdam. Super lovely host and an amazing view from the balcony!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"We stayed in this lovely penthouse apartment for a business trip. It was very clean, we found everything we needed and enjoyed a relaxing stay. It's also close to the station, nice restaurants and offers a great view of the city. We also appreciated Esther's warm welcome and local travel tips. Thanks again!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Amazing location very close to train station- great view and very friendly host. Will be booking again
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"A wonderful home in a great location! The trains can be a bit loud at night, but if you’re not a light sleeper like me I’m sure it’s not too bad!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Fantastic location, great view, and attentive and helpful hosts! Can definitely recommend."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Lovely apartment at a great location. Fantastic view. Esther and Bella are great hostesses, they respond quickly to messages and were kind enough to allow an earlier check in."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"The apartment is very well located, and has a beautiful view. Esther keeps the apartment very clean and modern with a lot of services available. The place is warm and very comfortable. <br/>I highly recommend this place, the communication is so fast and she is open for special requests. If you are looking to stay near the city center and also near the station. This is the perfect place"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,Esther's place is fantastic. So central to everything. The apartment is spacious and sparkling clean with city views. It has a fabulous balcony which would be great to use in the summer! We wished we could have stayed for longer as 2 nights in Rotterdam is certainly not enough time!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Amazing place with one of the best views of Rotterdam. The penthouse was super clean, spacious and cozy. We loved our time here and can't wait to come back."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,We stayed 3 nights at the Weena Apartment which has a Beautiful view from the balcony over Rotterdam. We rent two bikes and reached everything we wanted to visit. The bicycle Shop is three steps away from Apartment. We had a great time and can definetly recommend it!
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Very nice place:  easy reacheable, very comfortable and great location as well as the views! Would recommend it anytime and like to visit again soon!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"We had a great time in Rotterdam, best view over the amazing city!"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"The apartment has a really nice view while communication with Bella and Esther was really good. Unfortunately both the dishwasher and fridge were broken and didn’t work. Also, if you need a place to focus and work or just relax and take it easy, you may have difficulties as it’s quite noisy in general."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Fantastic location, beautiful apartment at the top floor with a great view. Esther was great and we had a fantastic time while in Rotterdam. I vividly recommend this apartment."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Felt like home.<br/>The location of this apartment and the view from the balcony are amazing, the weather didn't serve for us to enjoy it enough but we will definitely be back whenever we are visiting Rotterdam.<br/>Everything is within a walking distance, literally everything, I didn't have a car and didn't use Uber at all and we are a family of four.<br/>The whole building, the apartment, and the neighborhood are very family friendly and there are alot of activities you can do there."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"The apartment is at the beginning of the city center. Where one of the main streets begins. Very close to shops, grocery stores and bars.  <br/>Esther and Bella are always available and ready to meet and help.  <br/>Good times we had at Esther's airbnb."
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"My stay was great, Esther and her colleague Bella were easy to talk to and helpful with anything I bugged them about. Esther's apartment is in a great location to explore the city, pretty much right in the heart of all the action, and a stones throw from the main station if you wanna take a quick trip to Den Haag or whatever. I will miss the lovely mornings sitting out on the balcony too, the view is fantastic to say the least. Again, appreciated my stay very much, but be careful the mosquitos do manage to find their way to the top floor! =D"
6509777,Getaway in Centre of Rotterdam long term rent only,Cool,51.92339,4.47715,Entire rental unit,Entire home/apt,"Who doesn’t appreciate bunches of flowers and a bottle of Prosecco on arrival!<br/>Esther was welcoming, friendly and accomodating. She met me at the apartment ahead of the scheduled check-in time to show me around the apartment and building. <br/>The balcony offers a great view over the city with natural light flooding the living spaces and bedrooms. The kitchen has all the necessary essentials to cook a comforting meal, whilst the separate shower/toilet is tidy and functional. The internal washing machine and clothes drying rack is very handy. The wifi is strong to support remote working and video calls across multiple devices. <br/>I did not find the outside noise to be an issue, however, you can hear the passing trains, trams and sirens of the city below. If you are a light sleeper, a sleep mask may also be helpful."
6633646,"Appartment in ""centrum/west"" (the place to be)..",Nieuwe Westen,51.91564,4.45361,Entire rental unit,Entire home/apt,"Pedro and Mischa are very thoughtful and professional hosts who think about everything their guests may need. I really mean everything.<br/>The apartment contains all you need and more. Good lighting, an excellent powerful shower and the best bed. The location and access to all forms of transportation could not be better. Tram, metro and bus is all walking distance. <br/>Mischa even let me use a bike to cycle around the city and schooled me on everything I needed to know to become a pro cyclist. <br/>I highly recommend staying at Pedro and Mischa’s apartment and will definitely stay there again should I visit Rotterdam in future."
6633646,"Appartment in ""centrum/west"" (the place to be)..",Nieuwe Westen,51.91564,4.45361,Entire rental unit,Entire home/apt,"Very nice hosts - Respectful of your privacy but available if you needed them.<br/>Location was amazing along a beautiful canal.  Easy walking distance to tram, bus and metro.  A few grocery stores within a 5-minute walk.  <br/>Stayed here for over a month and worked remotely with no issues.<br/>Would definitely stay here again."
6633646,"Appartment in ""centrum/west"" (the place to be)..",Nieuwe Westen,51.91564,4.45361,Entire rental unit,Entire home/apt,"It was a beautiful location, the hosts, both Pedro and Mischa were very helpful throughout the stay. At the time of check in they weren't home but a friend of theirs was there to let us into the place and show us around. <br/>Whenever we had a question or something happened around the place Mischa was quick to answer any text and she also apologised if it could be loud upstairs. A light bulb broke halfway through our stay and they were very fast to come and replace it. <br/>Since the apartment is in the basement, it's quite a low ceiling so if you're tall (over 1.80), do mind your head 🤣. There were plenty of amenities and plates, cups, silverware so you at least didn't have to do dishes every day just to eat or drink something. It was a very good stay for the price. <br/>It's located between two tram stops and a bus stop so going anywhere was a breeze, and they even offered for us to use bikes to go around the city."
6633646,"Appartment in ""centrum/west"" (the place to be)..",Nieuwe Westen,51.91564,4.45361,Entire rental unit,Entire home/apt,"Amazing central location, very short walk to the tram, metro station and super close to the centrum.<br/>Hosts are very kind and responsive if you need anything just let them know and they are there to help as best they can!<br/>While connected to the main house you still have privacy and the place has everything you would need!"
6714238,Lovely family home with garden,Liskwartier,51.93673,4.47027,Entire home,Entire home/apt,"Nice apartment. The access is at the ground floor, directly from the street. The bedrooms are at the ground floor while the kitchen, dinning area and living room are at the upper floor. There is also a small garden but we didn't used it too much. The surroundings are ok, the house being located outside of the city center. You can walk in 20-30min to the city center. Our kids loved to play with the toys (there are lots, and Charlie was very friendly in sharing them). Thank you for everything Charlie. See you soon."
6840346,a cozy sunshine room,Oosterflank,51.94703,4.5648,Private room in rental unit,Private room,"Firstly, this place is a great value. Good price; good location; great host, very responsive, very friendly, very helpful, even made me some Taiwanese food cause I told her how much I love Taiwanese food and it's hard to find anywhere else in the world; good roommates - many of which stay there because they are students; and a quiet, quaint place. I am very happy with everything and would be glad to stay here again, the only thing I would ask for is either a different room or different shades in the morning to block out the sun - in summer, you only have about 5 - 6 hours of darkness, with the sun peaking in around 4:30, and the current shades don't work very well to block out sunlight, so if you're a light sleeper like me, the sun might get you. Everything else has been wonderful. There is a full kitchen available for use; refrigerator's to store cold or frozen food and cabinets for dry food; electronic water kettle's; access to cleaning supplies, should you want them - I only used them cause I stayed there for over a month; she provides linen's; she can provide an iron if you ask, though there is 1 iron for 2 houses, so use sparingly; you have access to a closet to hang your clothes; and the bed's are not bad for sleeping. As for the location, there are a few food places nearby that are open late, the metro and the train station are fairly close, there are western and Asian grocery stores close; a mall close by with a variety of options for eating during the day (Most Dutch places are not open very late); a laundromat is close; the only thing that is not very close is downtown, but that's only a 10 - 15 minute metro ride or 20 - 25 minute bike ride away. The greatest factor to deciding to stay here is the fact that Doris is Taiwanese and most Taiwanese people are very courteous, kind, helpful, and ready to be of service. Again, I would stay here again if given the opportunity"
6840346,a cozy sunshine room,Oosterflank,51.94703,4.5648,Private room in rental unit,Private room,Doris is an amazing host. I had a lovely experience. The room is clean and in a great location. Lots of sunlight too.  
7365902,Lovely bright 2-bedroom apartment Rotterdam Centre,Blijdorp,51.93022,4.45795,Entire rental unit,Entire home/apt,"My partner and I stayed in this home for the great location near the center of Rotterdam, the metro across the street and the supermarket. Highway access was also very close and there is lots of paid parking. The home is large and comfortable with all needed supplies. At the time there was no tv, but, I asked the host if this could be added in the future. There is strong wi-fi however and everything really was as advertised. We had a great stay."
7365902,Lovely bright 2-bedroom apartment Rotterdam Centre,Blijdorp,51.93022,4.45795,Entire rental unit,Entire home/apt,"What a great stay 😃! Dane’s apartment was perfect! We were visiting Rotterdam for a week and we absolutely loved it! 🙏<br/>Both bedrooms had big and comfy bed with lots of storage! The kitchen had everything we needed for cooking purposes, even spices/herbs, oil, and a coffee machine with coffee pods already provided! There’s a cute little balcony in the kitchen that gives to the courtyard! <br/>Both the living room and dining area are very spacious! The couch is big and comfortable, perfect to relax at night! There’s also a dishwasher and washing machine/dryer which we were very grateful for!  <br/>In terms of location, it was PERFECT!! If you wanna be central, this is the place to be! It’s one stop on the metro from Rotterdam central, but alternatively you can walk to the center in less than 15 minutes. The metro station is right across from the apartment! There’s a grocery store (Albert Heijn) right on the corner aswell which came very handy! Lots of restaurants and bar options around, but the apartment itself is tucked away on a quiet street so it is not noisy at night!  <br/>Communication with Dane was very easy, he is a great host 🙏. We would go back to his apartment in Rotterdam in a heart beat!"
7365902,Lovely bright 2-bedroom apartment Rotterdam Centre,Blijdorp,51.93022,4.45795,Entire rental unit,Entire home/apt,"Location wise this is perfect 50 yards from the subway and a 15 minute walk from Central station , There is a supermarket next door a pizza place down the road and is opposite a lovely green park area, <br/>The place is clean lots of space with big windows and everything you want washing machine cooker dining room balcony with a view of an over grown court yard but handy to hang out the washing at least, <br/>One thing if you struggle with stairs this is no good the stairs leading up to the Apartment front door  are very very steep then once into the place the stairs up into the actual apartment are even steeper you will struggle with them and luggage.<br/>We stayed as a group of athletes competing in the Police and Fire world games July 22nd to July 30th 2022 fantastic city but watch the biting fly's not mosquitos fly's they do like a meal of human so take some replant . Rotterdam has a lot of shops, restaurants and bars its very clean and friendly. <br/>The host is great and communication is very easy."
7365902,Lovely bright 2-bedroom apartment Rotterdam Centre,Blijdorp,51.93022,4.45795,Entire rental unit,Entire home/apt,"Overall it made a decent base for our 5-day stay, but had a few issues and would benefit from some simple improvements.<br/>The flat was spacious and in a pleasant area, with good access to transport, shops, bars. Furniture was comfortable, heating worked well. Netflix-enabled TV and Nespresso coffee machine were present. The beds were good and we slept well. We could sometimes hear noises from the neighbours, but these were brief. <br/>However, some equipment was tired. Considering the price, we expected better towels and plates, plus the microwave was unclean, and fridge door unstable. Also note steep interior stairs, right outside the bedroom door. We felt a safety gate would prevent potential accidents, eg during night trips to the loo.<br/>On the last day, we has a stressful event when the toilet flush popped out of the wall. We had been using it normally and hadn't caused any damage. The host gave a quick and friendly response to this.<br/>So generally OK but in need of a little TLC."
